LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TOTAL_BILL,TOTAL_PAY,PAYMENT_RATIO,CREDIT_UTILIZATION,AVG_PAYMENT_DELAY,MAX_PAYMENT_DELAY,DELAYED_MONTHS_COUNT,actual_default,risk_probability,risk_segment
180000,1,1,2,26,-1,-1,-1,-1,0,0,189,-2811,-2811,126884,129020,131708,0,0,131453,4209,4350,4099,382179,144111,0.3770772334429678,2.1232166666666665,-0.6666666666666666,0,0,0,0.18434446366883248,Medium Risk
200000,2,2,2,36,0,0,0,0,0,0,193083,195259,196120,168814,163509,172037,9000,8993,7503,6000,11300,6103,1088822,48899,0.0449100036553265,5.44411,0.0,0,0,0,0.2270288206827123,Medium Risk
140000,1,3,2,30,2,2,2,2,2,0,145627,145339,136223,113942,109652,109118,6005,210,7903,0,4183,4213,759901,22514,0.0296275435879147,5.427864285714286,1.6666666666666667,2,5,0,0.7693167410523241,Very High Risk
80000,2,2,2,25,0,0,2,-1,-1,-1,57994,17695,7987,2622,2449,-331,3327,44,2629,2457,0,0,88416,8457,0.095650108577633,1.1052,-0.1666666666666666,2,1,0,0.37627005040116435,High Risk
360000,2,2,2,45,-1,-1,2,2,-1,-1,0,2500,2500,0,0,0,2500,0,0,0,0,0,5000,2500,0.5,0.0138888888888888,0.0,2,2,0,0.5215915188450491,Very High Risk
50000,1,3,2,34,1,2,2,2,2,2,33776,34824,33988,36311,36918,36191,1900,0,3200,1500,0,3000,212008,9600,0.04528131013924,4.24016,1.8333333333333333,2,6,1,0.8001312529115078,Very High Risk
80000,2,1,1,32,-1,3,2,-1,0,0,4927,4693,3342,4844,3728,2612,0,0,4844,0,0,0,24146,4844,0.2006129379607388,0.301825,0.5,3,2,1,0.6068688965552769,Very High Risk
190000,2,2,2,27,0,0,0,0,0,0,97136,98767,101452,103471,104083,106359,4418,5452,5471,4083,4359,3697,611268,27480,0.0449557313649659,3.2172,0.0,0,0,0,0.1509017216951865,Medium Risk
280000,2,1,2,35,-1,-1,-1,-1,-1,-1,6494,28723,9432,3472,3472,10237,28723,9432,3472,3472,10237,12129,61830,67465,1.091136988516901,0.2208214285714285,-1.0,-1,0,0,0.15495696796744118,Medium Risk
30000,1,3,1,55,2,2,7,7,7,7,2395,2395,2395,2395,2395,2395,0,0,0,0,0,0,14370,0,0.0,0.479,5.333333333333333,7,6,1,0.8716598019383112,Very High Risk
80000,2,2,3,52,0,0,0,0,0,0,63134,57072,55618,50345,52031,53141,2087,2019,2000,2500,2095,2002,331341,12703,0.038338147105248,4.1417625,0.0,0,0,0,0.2562347012161823,Medium Risk
360000,2,2,2,39,-1,2,2,-1,-1,-1,655,655,0,0,0,0,0,0,0,0,0,0,1310,0,0.0,0.0036388888888888,0.0,2,2,0,0.3824097590730399,High Risk
70000,2,4,1,24,0,0,0,-1,-1,-1,47663,47470,0,0,0,0,1000,0,0,0,0,0,95133,1000,0.0105115995501035,1.3590428571428572,-0.5,0,0,0,0.2647168588538953,Medium Risk
220000,1,3,1,39,0,0,0,0,0,-1,192815,208365,88004,31237,15980,529,20000,5003,3047,5000,1000,81000,536930,115050,0.2142737414560557,2.440590909090909,-0.1666666666666666,0,0,0,0.21710302728030864,Medium Risk
360000,1,1,1,35,-1,-1,-1,-1,-1,-1,11936,21865,3366,5210,13308,7089,21983,4567,5236,13373,7123,5510,62774,57792,0.9206359320737884,0.1743722222222222,-1.0,-1,0,0,0.15439963766512535,Medium Risk
230000,2,4,2,45,0,0,0,0,0,0,144407,146277,149338,152555,155934,159332,5400,5500,5700,6000,6000,6000,907843,34600,0.0381123167772401,3.9471434782608696,0.0,0,0,0,0.12310937271626111,Low Risk
290000,1,2,1,37,-1,-1,-1,-1,-1,-1,199911,204462,208769,213085,211829,96532,8001,8001,8037,10074,5010,179228,1134588,218351,0.1924495940376595,3.9123724137931033,-1.0,-1,0,0,0.31406710552618716,High Risk
30000,2,2,1,34,2,2,0,0,0,2,16944,16374,17724,18473,19763,19306,0,1620,1350,1600,0,1630,108584,6200,0.0570986517350622,3.619466666666667,1.0,2,3,1,0.8278494164868968,Very High Risk
240000,1,3,2,40,0,0,0,0,0,0,245311,237034,242807,226872,233115,239229,8491,9600,8896,10690,223765,9395,1424368,270837,0.1901453837772261,5.934866666666666,0.0,0,0,0,0.3393777431187015,High Risk
360000,2,1,2,30,-1,-1,-1,-1,-1,-1,4765,3415,1539,6501,3458,2786,3434,1546,6541,3475,2788,5710,22464,23494,1.0458511396011396,0.0624,-1.0,-1,0,0,0.1781549686147296,Medium Risk
30000,2,2,2,23,0,0,0,0,0,0,19594,20619,21631,22062,22707,23312,1346,1358,789,1000,981,1010,129925,6484,0.049905714835482,4.3308333333333335,0.0,0,0,0,0.3225366948922604,High Risk
140000,2,2,1,43,2,2,0,0,0,0,90632,88637,90859,92734,48461,49067,0,4200,4261,2182,1844,1652,460390,14139,0.0307109190034535,3.2885,0.6666666666666666,2,2,1,0.8072579209402858,Very High Risk
120000,2,1,2,27,-1,0,0,0,0,0,22027,51757,113157,106767,30237,-1280,35000,100000,0,0,0,2750,322665,137750,0.4269133621557963,2.688875,-0.1666666666666666,0,0,0,0.09623895325711566,Low Risk
50000,1,1,2,35,0,0,0,0,0,0,48264,19142,18188,18397,18161,18383,1565,7240,795,1000,673,647,140535,11920,0.08481872843064,2.8107,0.0,0,0,1,0.2168710754508613,Medium Risk
50000,1,2,2,22,1,2,0,0,0,0,50781,45429,28927,19896,19475,19168,41,1617,816,1003,1004,912,183676,5393,0.0293614843528822,3.67352,0.5,2,2,0,0.5685417697318508,Very High Risk
300000,2,1,2,48,2,0,0,0,0,0,304040,305627,305697,269017,275230,260419,11500,12000,10000,10500,10000,10000,1720030,64000,0.0372086533374417,5.733433333333333,0.3333333333333333,2,1,1,0.7419725038092949,Very High Risk
20000,2,1,2,22,0,0,0,0,-1,0,18553,19446,19065,8332,18868,19247,1500,1032,541,20000,693,1000,103511,24766,0.2392595955985354,5.17555,-0.1666666666666666,0,0,0,0.2757508272456388,Medium Risk
320000,2,1,1,33,1,-1,-1,-1,-1,-1,0,0,0,1248,1479,0,0,0,1248,1479,0,0,2727,2727,1.0,0.008521875,-0.6666666666666666,1,1,0,0.4406797133032034,High Risk
140000,2,2,1,40,0,0,0,0,0,0,138389,110701,83468,41202,41687,36335,5148,3216,2003,3000,3041,5056,451782,21464,0.0475096396049422,3.2270142857142856,0.0,0,0,0,0.26724053757066973,Medium Risk
250000,2,2,1,33,3,2,2,-1,-1,-1,2500,2500,0,0,0,0,0,0,0,0,0,0,5000,0,0.0,0.02,0.6666666666666666,3,3,1,0.8481488484551358,Very High Risk
470000,1,1,1,37,0,0,0,0,0,0,134561,226498,165474,120644,119006,110780,150055,7046,10000,15029,15017,10023,876963,207170,0.2362357362853392,1.8658787234042555,0.0,0,0,0,0.0678704861495437,Low Risk
160000,2,2,2,34,-1,-1,-1,-1,-1,-1,18958,11842,7918,13780,12297,12752,24000,8000,13780,12300,12752,6000,77547,76832,0.9907797851625466,0.48466875,-1.0,-1,0,0,0.16368380747065925,Medium Risk
200000,2,2,1,36,0,0,0,0,0,0,184697,186660,77221,110294,68214,72103,8001,5000,35000,6000,5000,5000,699189,64001,0.0915360510534347,3.495945,0.0,0,0,0,0.1924999508729926,Medium Risk
80000,2,2,1,39,0,0,0,0,0,2,63368,67331,75973,70283,73491,66976,5000,10000,2550,5100,0,2700,417422,25350,0.0607299088212887,5.217775,0.3333333333333333,2,1,0,0.4724616726179939,High Risk
270000,2,1,2,26,1,-1,-1,-1,-1,-1,0,0,6336,0,0,0,0,6336,0,0,0,0,6336,6336,1.0,0.0234666666666666,-0.6666666666666666,1,1,0,0.5088092024873954,Very High Risk
100000,2,2,1,30,2,-1,-1,0,0,0,736,1237,40476,41408,36362,34213,1237,43757,2005,1500,2000,2000,154432,52499,0.3399489743058433,1.54432,0.0,2,1,0,0.5884340084726011,Very High Risk
360000,2,2,2,35,2,2,2,0,0,0,360023,363239,350214,319960,260944,202686,14693,30,12302,10004,7506,19721,1857066,64256,0.0346008165568698,5.158516666666666,1.0,2,3,1,0.810956455346512,Very High Risk
350000,2,1,2,39,-1,-1,-1,-1,-1,-1,3860,648,11094,4041,4485,9364,648,11198,4057,4523,9407,3948,33492,33781,1.0086289263107608,0.0956914285714285,-1.0,-1,0,0,0.20681759785881024,Medium Risk
30000,2,2,1,27,0,0,0,0,0,0,4527,7427,11013,16013,16340,3396,3000,6000,5000,327,3396,1680,58716,19403,0.3304550718713809,1.9572,0.0,0,0,0,0.2725424383206947,Medium Risk
280000,2,2,1,32,0,0,0,0,0,0,11561,12662,13752,14815,15168,15523,1300,1300,1300,600,600,600,83481,5700,0.0682790095949976,0.2981464285714286,0.0,0,0,0,0.17223401135161748,Medium Risk
20000,2,1,2,36,-1,-1,-1,-1,-1,-1,223,0,0,0,0,0,0,0,0,0,0,0,223,0,0.0,0.01115,-1.0,-1,0,0,0.4059385349615029,High Risk
390000,1,1,2,31,0,0,0,0,0,0,19469,17227,17400,19180,20036,4071,2227,2400,2180,1036,2071,3291,97383,13205,0.1355986157748272,0.2497,0.0,0,0,0,0.11288635078611638,Low Risk
230000,2,2,2,28,-1,-1,-1,-1,-1,-1,7539,6500,6500,45914,1465,600,6500,6500,45914,1465,600,958,68518,61937,0.9039522461251058,0.2979043478260869,-1.0,-1,0,0,0.16897343703649748,Medium Risk
200000,2,1,2,33,-1,-1,-1,-1,-1,-1,846,4292,0,0,0,0,4974,0,0,0,0,0,5138,4974,0.9680809653561696,0.02569,-1.0,-1,0,0,0.25948204372018724,Medium Risk
50000,2,2,1,36,0,0,0,0,0,0,26277,25371,22790,23372,22216,19586,1700,1800,1300,1000,1000,900,139612,7700,0.0551528521903561,2.79224,0.0,0,0,0,0.23068482285251993,Medium Risk
80000,2,3,1,25,-1,-1,-1,-1,-1,-1,3377,3377,3476,3377,3377,5062,3377,3476,3377,3377,5062,3387,22046,22056,1.0004535970244035,0.275575,-1.0,-1,0,0,0.29498442161974914,Medium Risk
30000,1,2,2,29,1,2,0,0,0,0,24180,23498,24532,25517,25896,26282,0,1715,1700,1100,952,958,149905,6425,0.0428604783029251,4.996833333333333,0.5,2,2,0,0.6146787095285364,Very High Risk
30000,1,2,2,39,0,0,0,0,0,0,28708,28285,26702,20115,18426,18013,1514,1278,671,870,879,0,140249,5212,0.0371624753117669,4.674966666666666,0.0,0,0,0,0.335038016229414,High Risk
300000,2,1,2,30,0,0,0,0,0,0,217329,206703,203164,164371,161331,154515,8000,20219,7500,6500,7500,6000,1107413,55719,0.05031456195656,3.6913766666666663,0.0,0,0,0,0.13156866059072206,Low Risk
30000,2,2,2,31,0,0,0,0,0,0,28651,28716,26570,26829,26839,27449,1800,2000,1600,1000,1000,1000,165054,8400,0.0508924352030244,5.5018,0.0,0,0,0,0.3249825507297643,High Risk
200000,1,1,2,26,2,2,2,2,2,2,196979,200055,202494,162228,154294,147514,7800,7500,0,6700,5000,7000,1063564,34000,0.0319679868818425,5.31782,2.0,2,6,1,0.8415468203819036,Very High Risk
20000,1,2,1,27,0,0,0,3,2,0,6599,9315,19067,18472,18037,18487,3000,10000,0,0,900,2000,89977,15900,0.1767118263556242,4.49885,0.8333333333333334,3,2,0,0.5716462303539414,Very High Risk
360000,1,1,2,40,-1,3,2,-1,-1,2,499,499,499,13136,9160,2752,0,0,13169,2784,12,14293,26545,30258,1.1398756828027876,0.0737361111111111,0.6666666666666666,3,3,1,0.42835511016557354,High Risk
70000,1,1,2,28,0,0,0,0,0,0,9214,10560,12071,12866,14644,16230,1500,2000,1000,2000,2000,3000,75585,11500,0.1521465899318647,1.0797857142857143,0.0,0,0,0,0.23644641167177344,Medium Risk
180000,2,1,2,53,-1,-1,-1,-1,-1,-1,-1580,-1580,-1580,-1580,-1580,-1580,0,0,0,0,0,0,-9480,0,0.0,-0.0526666666666666,-1.0,-1,0,0,0.3435538028648387,High Risk
360000,2,2,2,34,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.6666666666666666,1,1,1,0.48933512736266055,High Risk
50000,1,3,1,53,0,0,0,0,0,0,6618,7641,8651,8824,9008,9187,1133,1143,316,326,328,339,49929,3585,0.0718019587814697,0.99858,0.0,0,0,0,0.37658540435787174,High Risk
160000,1,1,2,27,-1,-1,-1,-1,-1,-1,165,0,0,0,0,0,0,0,0,0,0,0,165,0,0.0,0.00103125,-1.0,-1,0,1,0.32770410147524764,High Risk
20000,2,2,1,47,3,2,2,2,2,2,17772,18487,17892,19294,19840,19376,1300,0,1700,1000,0,850,112661,4850,0.0430495024897701,5.63305,2.1666666666666665,3,6,1,0.9071416762743093,Very High Risk
250000,1,3,1,51,-1,-1,-1,-1,-1,-1,-18,2482,-18,-18,-18,-18,2518,0,0,0,0,0,2392,2518,1.0526755852842808,0.009568,-1.0,-1,0,0,0.25017148282588486,Medium Risk
30000,1,2,2,27,0,0,0,0,0,0,18951,17298,14793,15566,15014,15413,1270,1300,1000,1000,800,1000,97035,6370,0.0656464162415623,3.2345,0.0,0,0,0,0.3187674184306266,High Risk
180000,2,2,1,33,0,0,0,0,0,-1,30781,31202,31188,32979,22526,13338,2000,1408,2979,2526,13338,15186,162014,37437,0.2310726233535373,0.9000777777777778,-0.1666666666666666,0,0,0,0.1960595865635767,Medium Risk
50000,2,3,1,44,1,2,3,2,4,3,13112,14679,15143,16892,16341,15798,2100,1000,2300,0,0,0,91965,5400,0.0587179905398793,1.8393,2.5,4,6,1,0.7637732123649891,Very High Risk
500000,1,1,2,54,-1,-1,-1,-1,-1,-1,2634,1108,1318,36032,0,11270,1119,1318,36032,0,11270,28051,52362,77790,1.4856193422711126,0.104724,-1.0,-1,0,0,0.3485587371043095,High Risk
50000,2,2,1,26,0,0,0,0,0,0,41891,33849,30220,30235,28979,23593,1781,2016,1450,1314,814,978,188767,8353,0.0442503191765509,3.77534,0.0,0,0,0,0.2881331100032101,Medium Risk
30000,2,2,2,23,2,-1,-1,-1,0,0,729,479,859,755,755,220,483,859,755,0,0,0,3797,2097,0.5522781143007638,0.1265666666666666,-0.1666666666666666,2,1,1,0.6429739341526899,Very High Risk
400000,2,1,2,33,-1,-1,-1,-1,-1,-1,7768,31313,8744,11640,41432,20075,31330,8853,11816,41432,20974,44135,120972,158540,1.3105512019310253,0.30243,-1.0,-1,0,0,0.08129851650680327,Low Risk
270000,2,2,1,38,0,0,0,0,0,0,60654,59464,54715,51796,53256,59733,3000,3019,5000,5000,10000,10000,339618,36019,0.1060573938954943,1.2578444444444443,0.0,0,0,0,0.13491560332793043,Low Risk
20000,1,2,1,38,-1,0,0,0,0,0,18669,19304,19905,20302,20133,20000,1326,1317,714,925,400,0,118313,4682,0.0395729970501973,5.91565,-0.1666666666666666,0,0,0,0.3800067663475047,High Risk
50000,2,1,2,25,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.6666666666666666,1,1,1,0.6058130396369275,Very High Risk
360000,2,1,2,32,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,-1,0,0,0.4879438693528486,High Risk
200000,2,1,1,40,-1,-1,-1,-1,-1,-1,3827,8030,5020,5451,2619,5188,8030,5020,5451,2619,5188,8794,30135,35102,1.1648249543719926,0.150675,-1.0,-1,0,0,0.1901498458649433,Medium Risk
480000,2,1,1,52,-1,-1,-1,-1,-1,-1,105286,86619,18802,34863,73914,47938,87170,18802,34874,73921,47938,56447,367422,319152,0.8686251775887127,0.7654625,-1.0,-1,0,0,0.06604674909380075,Low Risk
90000,2,1,2,23,-1,-1,-1,-1,-1,-1,3030,0,0,4220,1130,212,0,0,4220,1130,212,298,8592,5860,0.6820297951582868,0.0954666666666666,-1.0,-1,0,0,0.2939611670226911,Medium Risk
140000,2,1,2,26,0,0,-1,-1,-1,-1,21688,0,0,0,0,0,0,0,0,0,0,0,21688,0,0.0,0.1549142857142857,-0.6666666666666666,0,0,0,0.2544965073921429,Medium Risk
460000,2,1,1,43,-1,-1,-1,0,0,0,323408,261444,309622,297039,258056,188083,5229,580464,80017,31017,27,38700,1637652,735454,0.4490905271693864,3.560113043478261,-0.5,0,0,0,0.05287115867407293,Low Risk
20000,1,1,2,24,1,2,2,2,0,0,6696,7437,8810,9470,18315,19237,1000,1495,1000,9000,1800,900,69965,15195,0.2171800185807189,3.49825,1.1666666666666667,2,4,1,0.6914616865447358,Very High Risk
240000,2,2,1,36,0,0,0,0,0,0,232031,226221,222929,215858,210887,205828,8193,9000,6600,6400,6382,5994,1313754,42569,0.0324025654726836,5.473975,0.0,0,0,0,0.354265083274414,High Risk
150000,1,2,2,25,0,0,0,0,0,0,141242,71740,146608,148658,135768,138681,4000,77000,6000,5000,5100,5100,782697,102200,0.130574155771646,5.21798,0.0,0,0,0,0.14128697593373402,Low Risk
140000,2,1,2,29,2,2,2,2,2,2,97905,100152,100772,101562,103214,88085,4700,3200,3500,3193,0,2304,591690,16897,0.0285571836603626,4.226357142857143,2.0,2,6,1,0.8872089264239522,Very High Risk
50000,1,2,1,58,-1,-1,-1,-1,-1,-1,1956,2060,4904,2056,2515,1464,2060,4904,2056,2515,1464,1515,14955,14514,0.9705115346038116,0.2991,-1.0,-1,0,0,0.2961986618755219,Medium Risk
180000,2,1,1,33,-1,0,0,0,0,0,996,1999,2216,2301,2364,2286,1503,1400,250,228,106,1601,12162,5088,0.4183522446965959,0.0675666666666666,-0.1666666666666666,0,0,1,0.3111401880591592,High Risk
100000,2,1,1,46,0,0,0,2,0,0,39245,41602,47885,46817,48400,51588,3000,7000,0,2500,4000,0,275537,16500,0.0598830647063733,2.75537,0.3333333333333333,2,1,0,0.41031271083307963,High Risk
50000,2,3,1,44,-1,-1,-1,-1,0,0,2000,780,0,7472,10174,11104,780,0,7472,3000,1104,1000,31530,13356,0.4235965746907707,0.6306,-0.6666666666666666,0,0,0,0.25768979558779287,Medium Risk
100000,1,1,2,31,1,2,2,0,0,2,20505,22553,21904,23531,24636,25592,2700,0,2000,1500,1500,0,138721,7700,0.055507096978828,1.38721,1.1666666666666667,2,4,0,0.7102908986187552,Very High Risk
180000,1,2,1,36,2,2,2,2,2,2,114140,115764,117426,119000,120528,123451,5000,5000,5000,5000,5000,0,710309,25000,0.0351959499316494,3.946161111111111,2.0,2,6,1,0.8453766341383061,Very High Risk
30000,1,2,1,35,1,-1,-1,2,0,0,0,26232,29093,28319,29064,28658,26232,3300,0,1200,1100,1500,141366,33332,0.2357851251361713,4.7122,0.1666666666666666,2,2,1,0.5623140486379232,Very High Risk
20000,1,3,2,40,1,3,2,0,0,0,9080,8790,8505,9557,10395,11227,0,0,1200,1000,1000,1000,57554,4200,0.072974945268791,2.8777,1.0,3,3,0,0.710316448132537,Very High Risk
50000,2,1,2,23,0,0,0,2,2,2,15252,16885,18500,18864,19807,19407,2200,2200,1000,1500,0,3000,108715,9900,0.0910637906452651,2.1743,1.0,2,3,0,0.6123084776427665,Very High Risk
80000,1,1,1,60,0,0,0,0,-1,-1,53315,47740,50100,0,0,0,3300,6267,0,0,0,4189,151155,13756,0.0910059210743938,1.8894375,-0.3333333333333333,0,0,0,0.3079321868496744,High Risk
140000,2,2,2,38,0,0,2,0,0,2,15438,12140,11225,6688,6908,6438,2620,0,310,400,0,1435,58837,4765,0.0809864541020106,0.4202642857142857,0.6666666666666666,2,2,0,0.5100754151019462,Very High Risk
20000,2,2,1,46,3,3,2,0,0,0,10145,9836,10525,18930,19320,19861,0,1000,9000,1000,1000,400,88617,12400,0.139928004784635,4.43085,1.3333333333333333,3,3,1,0.8058026903807112,Very High Risk
50000,2,2,1,24,2,0,0,0,0,0,50710,45641,29259,9442,9792,9684,1974,1552,334,498,500,493,154528,5351,0.0346280285773452,3.09056,0.3333333333333333,2,1,1,0.7388555283253774,Very High Risk
340000,2,2,2,34,0,0,0,0,-1,-1,16462,12927,10814,7880,2338,0,1310,3011,5000,2338,0,0,50421,11659,0.2312330179885365,0.1482970588235294,-0.3333333333333333,0,0,0,0.14970697154766427,Low Risk
30000,2,2,1,22,0,0,0,0,0,0,28622,28219,27764,27973,28576,12135,1700,1500,700,700,500,1000,153289,6100,0.0397941143852461,5.109633333333333,0.0,0,0,0,0.34580707655708187,High Risk
120000,2,1,2,34,-1,-1,-1,0,-1,-1,515,882,6531,6313,1100,1330,882,6900,5037,1100,1330,3800,16671,19049,1.142642912842661,0.138925,-0.8333333333333334,0,0,0,0.2825681466460363,Medium Risk
360000,2,1,2,30,-1,-1,-1,-1,-1,-1,750,1166,398,0,418,1840,1166,398,0,418,1840,0,4572,3822,0.8359580052493438,0.0127,-1.0,-1,0,0,0.23316062106172888,Medium Risk
280000,2,1,2,28,-1,-1,-1,-1,-1,0,269,4160,3590,274,5274,8222,4166,3607,275,5275,3223,3335,21789,19881,0.91243287897563,0.0778178571428571,-0.8333333333333334,0,0,0,0.2282802222044019,Medium Risk
110000,2,1,2,32,0,0,0,2,2,2,30852,31957,37051,36303,42800,38381,1906,6000,0,8000,0,5000,217344,20906,0.0961885306242638,1.9758545454545453,1.0,2,3,0,0.4211258952071053,High Risk
200000,2,3,2,70,-1,-1,-1,0,0,-1,7109,9999,5300,5300,0,0,10025,5300,0,0,0,0,27708,15325,0.5530893604735094,0.13854,-0.6666666666666666,0,0,0,0.22856521225626614,Medium Risk
300000,1,1,1,34,0,0,0,0,0,0,1257,6467,7655,7507,7659,-574,5600,1500,0,300,0,6600,29971,14000,0.467118214273798,0.0999033333333333,0.0,0,0,0,0.25005971023471635,Medium Risk
180000,2,1,1,49,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,-1,0,0,0.4212848245717447,High Risk
20000,2,2,1,22,2,2,2,0,0,0,16726,19143,18391,18562,11798,0,3000,0,371,1236,0,0,84620,4607,0.054443393996691,4.231,1.0,2,3,1,0.8380109727927892,Very High Risk
280000,1,2,2,39,-1,-1,-1,-1,-1,-1,6251,12501,4873,4071,-30,-30,12577,4897,4176,0,0,0,27636,21650,0.7833984657692864,0.0987,-1.0,-1,0,0,0.194964377427533,Medium Risk
360000,2,2,1,32,1,-1,-1,-1,-1,-1,-301,-301,-301,-301,-301,-301,0,0,0,0,0,0,-1806,0,0.0,-0.0050166666666666,-0.6666666666666666,1,1,1,0.46888541986225224,High Risk
50000,1,2,2,30,1,2,0,0,0,0,52419,51309,51135,48371,56294,61259,0,2500,2271,50000,10100,3000,320787,67871,0.2115765289740544,6.41574,0.5,2,2,0,0.5975563903285525,Very High Risk
180000,2,2,1,41,0,0,0,0,0,0,99925,102359,96462,96846,95549,94131,5024,4300,3500,4000,4000,3650,585272,24474,0.0418164545715496,3.2515111111111112,0.0,0,0,0,0.19018638309734634,Medium Risk
240000,1,1,1,50,-1,-1,-1,-1,-1,-1,35117,17330,58422,54755,43605,26293,11051,116904,54762,43705,26293,13011,235522,265726,1.1282427968512496,0.9813416666666668,-1.0,-1,0,0,0.1053559612208991,Low Risk
50000,2,2,2,23,0,0,0,0,0,0,51002,50974,50021,49353,30439,29890,1983,2456,3288,1230,1085,1252,261679,11294,0.0431597491583199,5.23358,0.0,0,0,1,0.2973180632390139,Medium Risk
400000,1,1,2,30,0,0,0,0,0,0,162540,155319,171087,172732,156830,139816,10000,32000,18000,5000,4000,10000,958324,79000,0.0824355854596149,2.39581,0.0,0,0,0,0.09972313407231047,Low Risk
200000,1,2,2,27,-1,-1,-1,-1,-1,-1,1990,2035,1577,2424,671,1606,2035,1577,2424,671,1606,27124,10303,35437,3.439483645540134,0.051515,-1.0,-1,0,1,0.23503894098856742,Medium Risk
80000,1,2,1,36,3,2,2,4,4,3,600,600,600,600,600,300,0,0,0,0,0,0,3300,0,0.0,0.04125,3.0,4,6,1,0.8815066081441282,Very High Risk
200000,2,4,3,40,0,0,0,0,0,-1,225480,211608,197824,201940,98496,3480,7263,8857,9117,29420,3484,1998,938828,60139,0.0640575270443574,4.69414,-0.1666666666666666,0,0,0,0.2294185466575869,Medium Risk
180000,1,2,2,39,-1,-1,-1,-1,-1,-1,715,4637,969,21365,9707,3837,4637,1595,21365,9707,3837,5328,41230,46469,1.1270676691729324,0.2290555555555555,-1.0,-1,0,0,0.19829781991627582,Medium Risk
80000,2,2,1,37,0,0,0,0,0,0,39839,40596,41914,42618,43525,44433,1700,1996,1700,1745,1800,2500,252925,11441,0.0452347533853909,3.1615625,0.0,0,0,0,0.21765475417344057,Medium Risk
250000,1,2,1,50,-1,-1,-1,-1,-1,-1,390,390,390,8042,16014,5607,390,390,8042,16014,5607,390,30833,30833,1.0,0.123332,-1.0,-1,0,0,0.29482186943221517,Medium Risk
20000,1,3,1,46,0,0,0,0,0,0,11325,12654,13659,13635,13922,14689,1519,1524,500,507,1000,500,79884,5550,0.0694757398227429,3.9942,0.0,0,0,0,0.35669073240494525,High Risk
120000,2,2,1,52,1,2,0,0,0,0,123184,117849,120471,117218,116871,122192,0,6100,5700,4500,9000,4700,717785,30000,0.0417952450942831,5.981541666666667,0.5,2,2,1,0.5666973864801812,Very High Risk
200000,1,2,2,39,0,0,0,0,0,0,31236,31996,32704,33351,34050,36184,1838,1546,1193,1236,2700,1022,199521,9535,0.0477894557465129,0.997605,0.0,0,0,0,0.17998984795993805,Medium Risk
150000,2,1,2,37,-1,-1,-1,-1,0,0,20224,24837,4159,15089,2233,0,24840,4159,17589,0,0,500,66542,47088,0.7076432929578311,0.4436133333333333,-0.6666666666666666,0,0,0,0.20072177945698935,Medium Risk
50000,1,2,2,49,1,2,0,0,0,0,47360,45915,46686,47084,14253,15479,0,2200,2000,1000,2000,2000,216777,9200,0.042439926744996,4.33554,0.5,2,2,0,0.6318096032623063,Very High Risk
60000,1,2,1,50,-1,-1,-1,-1,0,0,7888,13989,9588,18041,14458,12710,14026,9700,18064,4016,5029,2828,76674,53663,0.6998852283694603,1.2779,-0.6666666666666666,0,0,0,0.2645515012533448,Medium Risk
370000,2,1,1,42,0,0,0,0,0,0,271452,256269,200761,125646,111185,45816,11295,8300,5000,4600,10000,280000,1011129,319195,0.3156817774982223,2.732781081081081,0.0,0,0,0,0.22056909072957048,Medium Risk
100000,2,3,2,41,-1,-1,-1,-1,0,-1,7432,1633,2043,4830,3535,4307,1633,2043,4830,0,4307,0,23780,12813,0.5388141295206056,0.2378,-0.8333333333333334,0,0,1,0.23757756351069365,Medium Risk
70000,2,1,2,28,0,0,0,0,0,0,20335,21699,22460,20345,42123,19852,2000,1500,3000,721,1200,2000,146814,10421,0.0709809691173866,2.097342857142857,0.0,0,0,0,0.24931022201243458,Medium Risk
60000,2,2,2,27,0,-1,-1,0,0,0,7301,11482,39511,39654,38168,36526,11512,39511,1866,1400,2000,1300,172642,57589,0.3335746805528203,2.877366666666666,-0.3333333333333333,0,0,0,0.1693603778068379,Medium Risk
20000,2,2,2,40,0,0,0,0,0,0,6689,7723,8730,8936,8994,9244,1300,1294,500,350,400,400,50316,4244,0.0843469274187137,2.5158,0.0,0,0,0,0.3767028643734901,High Risk
290000,2,1,2,28,0,0,0,0,0,0,125679,113486,116427,103550,64527,64030,4315,6000,4000,3000,2500,3000,587699,22815,0.0388208930081555,2.0265482758620688,0.0,0,0,0,0.13583653136464813,Low Risk
